gene,gene.name,reliability,adrenal.gland.cells.in.zona.fasciculata,adrenal.gland.cells.in.zona.glomerulosa,adrenal.gland.cells.in.zona.reticularis,adrenal.gland.glandular.cells,adrenal.gland.medullary.cells,appendix.glandular.cells,appendix.lymphoid.tissue,bone.marrow.hematopoietic.cells,breast.adipocytes,breast.glandular.cells,breast.myoepithelial.cells,bronchus.respiratory.epithelial.cells,caudate.glial.cells,caudate.neuronal.cells,cerebellum.cells.in.granular.layer,cerebellum.cells.in.molecular.layer,cerebellum.Purkinje.cells,cerebral.cortex.endothelial.cells,cerebral.cortex.glial.cells,cerebral.cortex.neuronal.cells,cerebral.cortex.neuropil,cerebral.cortex.processes/nerve.bundles,cervix..uterine.glandular.cells,cervix..uterine.squamous.epithelial.cells,colon.endothelial.cells,colon.glandular.cells,colon.peripheral.nerve/ganglion,duodenum.glandular.cells,endometrium.1.cells.in.endometrial.stroma,endometrium.1.glandular.cells,endometrium.2.cells.in.endometrial.stroma,endometrium.2.glandular.cells,epididymis.glandular.cells,esophagus.squamous.epithelial.cells,eye.lens,fallopian.tube.glandular.cells,gallbladder.glandular.cells,hair.cells.in.cortex/medulla,hair.cells.in.cuticle,hair.cells.in.external.root.sheath,hair.cells.in.internal.root.sheath,heart.muscle.myocytes,hippocampus.glial.cells,hippocampus.neuronal.cells,hippocampus.processes/nerve.bundles,hypothalamus.glial.cells,hypothalamus.neuronal.cells,hypothalamus.processes/nerve.bundles,kidney.cells.in.glomeruli,kidney.cells.in.tubules,lactating.breast.ductal.cells,lactating.breast.lactating.glandular.cells,liver.bile.duct.cells,liver.hepatocytes,lung.macrophages,lung.pneumocytes,lymph.node.germinal.center.cells,lymph.node.non-germinal.center.cells,nasopharynx.respiratory.epithelial.cells,oral.mucosa.squamous.epithelial.cells,ovary.follicle.cells,ovary.ovarian.stroma.cells,pancreas.exocrine.glandular.cells,pancreas.islets.of.Langerhans,parathyroid.gland.glandular.cells,pituitary.gland.cells.in.anterior,pituitary.gland.cells.in.posterior,placenta.decidual.cells,placenta.trophoblastic.cells,prostate.glandular.cells,rectum.glandular.cells,retina.cells.in.inner.nuclear.layer,retina.cells.in.photoreceptor.layer,retina.ganglion.cells,retina.nerve.fibers.in.inner.plexiform.layer,retina.nerve.fibers.in.nerve.fiber.layer,retina.nerve.fibers.in.outer.plexiform.layer,salivary.gland.glandular.cells,seminal.vesicle.glandular.cells,skeletal.muscle.myocytes,skin.1.fibroblasts,skin.1.keratinocytes,skin.1.Langerhans,skin.1.melanocytes,skin.2.epidermal.cells,skin.sebaceous.cells,skin.secretory.cells,skin.sweat.ducts,small.intestine.glandular.cells,smooth.muscle.smooth.muscle.cells,soft.tissue.1.adipocytes,soft.tissue.1.chondrocytes,soft.tissue.1.fibroblasts,soft.tissue.1.peripheral.nerve,soft.tissue.2.adipocytes,soft.tissue.2.chondrocytes,soft.tissue.2.fibroblasts,soft.tissue.2.peripheral.nerve,spleen.cells.in.red.pulp,spleen.cells.in.white.pulp,stomach.1.glandular.cells,stomach.2.glandular.cells,testis.cells.in.seminiferous.ducts,testis.Leydig.cells,thyroid.gland.glandular.cells,tonsil.germinal.center.cells,tonsil.non-germinal.center.cells,tonsil.squamous.epithelial.cells,urinary.bladder.urothelial.cells,vagina.squamous.epithelial.cells
ENSG00000106560,GIMAP2,Uncertain,NA,NA,NA,2,NA,1,1,2,0,1,0,2,2,2,2,1,1,0,1,2,2,NA,0,0,0,0,2,0,1,2,0,1,2,0,NA,0,2,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,1,2,NA,NA,1,2,2,1,1,1,1,0,NA,0,2,2,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,1,2,2,0,0,0,0,0,NA,NA,NA,1,0,0,NA,1,2,0,NA,1,2,2,0,2,2,2,2,2,2,0,1,1,0
ENSG00000106565,TMEM176B,Uncertain,NA,NA,NA,2,NA,3,2,0,0,3,2,2,2,2,3,2,2,0,1,1,2,NA,2,3,0,2,0,3,0,2,0,2,2,2,NA,2,3,NA,NA,NA,NA,3,0,2,NA,NA,NA,NA,0,3,NA,NA,0,3,2,0,2,2,NA,3,NA,0,3,2,3,NA,NA,3,2,3,3,NA,NA,NA,NA,NA,NA,3,2,2,1,3,3,2,2,NA,NA,NA,3,2,0,0,0,0,0,NA,0,0,2,2,3,2,1,2,3,2,2,2,2,3
ENSG00000106571,GLI3,Uncertain,NA,NA,NA,2,NA,0,0,3,0,1,0,2,2,2,2,0,1,0,0,2,0,NA,2,0,0,1,NA,2,0,0,0,1,1,0,NA,1,2,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,0,1,NA,NA,0,0,2,1,0,0,2,0,1,0,0,0,1,NA,NA,1,3,1,2,NA,NA,NA,NA,NA,NA,0,NA,0,0,1,0,0,2,NA,NA,NA,1,0,0,0,0,NA,0,NA,0,NA,3,0,2,2,3,2,0,0,0,2,2,0
ENSG00000106588,PSMA2,Uncertain,NA,NA,NA,2,NA,2,NA,1,0,1,1,1,1,2,1,2,2,0,0,1,0,NA,1,0,1,1,1,2,1,2,1,2,2,1,NA,2,2,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,1,1,NA,NA,2,2,1,1,0,1,2,2,2,0,2,1,1,NA,NA,1,2,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,1,0,1,2,NA,NA,NA,2,0,0,NA,0,NA,0,NA,0,NA,2,1,2,1,2,1,1,1,1,2,2,1
ENSG00000106591,MRPL32,Uncertain,NA,NA,NA,1,NA,1,0,0,0,2,2,2,0,2,0,0,0,2,0,1,0,NA,0,2,2,2,0,2,0,3,1,2,3,3,NA,3,0,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,1,1,NA,NA,0,0,1,2,NA,0,2,NA,NA,0,1,0,2,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,1,1,1,0,2,1,0,NA,NA,NA,NA,3,3,0,NA,0,0,0,NA,0,0,0,0,3,3,0,0,1,0,0,2,1,2
ENSG00000106603,COA1,Uncertain,NA,NA,NA,3,NA,3,0,1,0,2,0,3,0,3,2,2,0,0,0,3,1,NA,2,0,0,2,1,3,0,3,0,3,3,0,NA,2,3,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,0,2,NA,NA,0,0,2,0,1,2,2,0,NA,0,0,2,2,NA,NA,1,2,3,3,NA,NA,NA,NA,NA,NA,0,2,1,0,0,0,0,0,NA,NA,NA,2,1,0,NA,0,NA,0,NA,1,NA,2,0,3,3,3,3,2,0,0,0,3,0
ENSG00000106605,BLVRA,Uncertain,NA,NA,NA,1,NA,2,2,2,0,1,0,2,0,2,0,2,2,2,0,2,1,NA,2,2,1,2,NA,2,1,2,0,2,2,2,NA,2,2,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,2,NA,NA,0,0,3,2,0,2,2,2,1,2,2,1,2,NA,NA,NA,0,2,0,NA,NA,NA,NA,NA,NA,2,1,1,2,2,0,0,2,NA,NA,NA,0,2,0,1,2,NA,0,NA,0,0,3,0,2,1,2,2,1,2,2,2,2,2
ENSG00000106608,URGCP,Uncertain,NA,NA,NA,3,NA,2,0,2,1,2,1,2,1,1,2,1,2,1,1,1,1,NA,2,1,3,2,3,3,0,2,0,1,1,2,NA,1,3,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,0,2,NA,NA,1,2,3,1,0,0,2,1,NA,1,1,1,1,NA,NA,2,2,1,2,NA,NA,NA,NA,NA,NA,3,1,2,2,1,2,2,1,NA,NA,NA,2,2,2,NA,2,2,2,NA,2,2,1,0,2,2,2,2,1,0,0,1,2,1
ENSG00000106609,TMEM248,Uncertain,NA,NA,NA,1,NA,0,1,3,0,1,0,3,0,1,2,0,1,0,0,1,2,NA,NA,1,2,2,3,2,0,3,0,2,2,0,NA,3,2,NA,NA,NA,NA,3,0,0,NA,NA,NA,NA,2,2,NA,NA,0,0,2,0,1,1,3,1,2,0,1,0,2,NA,NA,1,2,0,2,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0,1,NA,NA,NA,0,1,0,NA,0,NA,0,NA,0,2,0,0,0,0,2,1,3,1,2,2,2,1
ENSG00000106615,RHEB,Uncertain,NA,NA,NA,0,NA,2,0,2,0,2,0,1,0,1,0,0,1,0,0,1,2,NA,NA,2,0,2,0,2,1,2,0,2,2,2,NA,0,2,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,1,2,NA,NA,2,2,2,0,0,1,1,2,0,0,2,0,2,NA,NA,2,1,1,2,NA,NA,NA,NA,NA,NA,2,2,1,0,1,0,0,2,NA,NA,NA,2,0,0,NA,0,0,0,NA,0,0,2,0,2,1,0,1,2,0,0,2,0,0
ENSG00000106617,PRKAG2,Uncertain,NA,NA,NA,2,NA,3,3,3,1,3,2,3,2,2,2,3,2,1,2,2,0,NA,3,2,2,3,2,3,2,3,2,2,2,3,NA,3,2,NA,NA,NA,NA,2,3,2,NA,NA,NA,NA,2,2,NA,NA,2,2,2,2,3,3,3,3,NA,2,3,1,2,NA,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,2,3,1,2,2,2,2,3,NA,NA,NA,3,2,2,2,2,2,2,NA,2,2,3,3,3,3,2,2,2,3,3,3,3,2
ENSG00000106624,AEBP1,Supportive,NA,NA,NA,0,NA,0,0,0,0,0,0,1,0,1,0,0,2,1,1,1,0,NA,0,0,0,1,1,1,1,0,0,1,1,0,NA,0,2,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,0,1,NA,NA,0,0,1,1,0,0,0,0,0,1,0,0,0,NA,NA,2,0,0,2,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,1,NA,NA,NA,2,3,0,1,1,1,0,NA,1,0,0,0,2,2,1,0,1,0,0,0,0,0
ENSG00000106628,POLD2,Uncertain,NA,NA,NA,2,NA,3,3,3,0,1,0,3,0,0,0,0,1,1,0,0,0,NA,2,3,0,3,0,3,1,2,0,2,1,3,NA,3,2,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,3,2,NA,NA,0,0,3,0,3,2,3,3,3,0,1,0,1,NA,NA,2,3,0,3,NA,NA,NA,NA,NA,NA,0,1,0,1,2,2,2,3,NA,NA,NA,3,1,0,2,2,1,0,NA,0,0,1,0,3,3,3,2,2,3,2,3,3,3
ENSG00000106631,MYL7,Supportive,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,3,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000106633,GCK,Uncertain,NA,NA,NA,1,NA,3,0,2,2,2,2,3,0,2,2,1,2,2,1,3,1,NA,1,NA,2,3,2,3,1,1,0,2,2,2,NA,1,2,NA,NA,NA,NA,1,0,3,NA,NA,NA,NA,2,2,NA,NA,1,2,2,1,1,0,2,1,NA,2,1,3,2,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,2,0,NA,NA,NA,3,2,0,NA,0,1,2,NA,2,2,1,0,3,3,2,1,2,1,0,1,1,0
ENSG00000106635,BCL7B,Uncertain,NA,NA,NA,2,NA,1,0,2,0,0,1,2,0,0,0,1,2,0,0,2,0,NA,0,1,1,2,0,2,0,1,0,1,2,2,NA,0,2,NA,NA,NA,NA,2,0,0,NA,NA,NA,NA,2,2,NA,NA,0,0,2,2,0,1,2,2,0,0,0,2,0,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,0,2,0,0,1,0,0,2,NA,NA,NA,2,2,0,0,0,0,0,NA,0,0,2,1,1,1,3,2,1,2,2,2,2,1
ENSG00000106636,YKT6,Uncertain,NA,NA,NA,2,NA,2,0,1,1,2,2,2,0,2,0,0,2,0,1,1,1,NA,0,2,2,2,2,2,0,2,0,2,2,2,NA,2,2,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,0,2,NA,NA,1,2,1,0,2,2,2,2,NA,0,2,0,2,NA,NA,2,2,1,2,NA,NA,NA,NA,NA,NA,2,2,2,0,2,0,2,2,NA,NA,NA,2,1,0,0,0,0,1,NA,1,1,1,1,2,2,2,2,2,2,1,1,1,2
ENSG00000106648,GALNTL5,Supportive,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,3,1,0,0,0,0,0,0
ENSG00000106665,CLIP2,Supportive,NA,NA,NA,3,NA,3,2,1,0,2,1,2,2,2,2,3,3,1,3,3,2,NA,NA,1,2,3,2,3,0,2,0,2,2,1,NA,1,3,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,0,2,NA,NA,0,2,2,2,0,2,2,1,2,1,3,3,2,NA,NA,3,3,2,3,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,2,NA,NA,NA,3,1,0,2,1,1,1,NA,1,0,1,2,3,2,1,2,2,2,3,2,2,1
ENSG00000106682,EIF4H,Uncertain,NA,NA,NA,3,NA,3,2,2,0,3,3,3,2,2,1,3,2,2,2,3,2,NA,3,2,2,3,3,3,2,2,1,3,2,3,NA,2,3,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,1,2,NA,NA,1,2,2,1,2,2,3,2,2,2,3,2,2,NA,NA,3,3,2,3,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,NA,NA,NA,2,1,1,2,2,2,1,2,2,2,0,1,2,2,2,2,3,3,2,2,3,2
ENSG00000106683,LIMK1,Uncertain,NA,NA,NA,2,NA,3,2,2,1,3,3,3,1,1,2,3,3,0,2,3,1,NA,2,2,0,2,NA,3,0,2,0,2,2,3,NA,3,3,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,1,2,NA,NA,1,2,2,2,2,0,3,1,2,0,3,2,3,NA,NA,2,3,3,3,NA,NA,NA,NA,NA,NA,1,2,0,3,3,2,3,3,NA,NA,NA,3,1,1,1,2,1,0,NA,2,0,2,2,3,3,3,2,2,2,1,3,2,2
ENSG00000106686,SPATA6L,Supportive,NA,NA,NA,0,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,1,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,1,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000106688,SLC1A1,Uncertain,NA,NA,NA,2,NA,1,1,0,2,2,2,2,3,3,1,3,3,2,2,3,0,NA,2,2,1,2,1,3,2,2,2,2,2,2,NA,2,3,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,2,3,NA,NA,1,1,3,1,2,2,2,2,1,1,1,1,2,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,2,2,1,2,1,1,1,1,NA,NA,NA,3,1,1,NA,2,1,1,NA,2,1,2,2,2,2,1,1,2,2,2,2,2,2
ENSG00000106692,FKTN,Uncertain,NA,NA,NA,2,NA,2,1,0,0,2,1,2,0,0,1,0,1,0,0,0,2,NA,0,0,1,2,NA,2,0,2,0,2,2,0,NA,2,2,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,0,2,NA,NA,0,2,2,1,0,1,2,0,NA,0,2,NA,2,NA,NA,0,2,1,2,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0,0,NA,NA,NA,2,0,0,NA,0,0,0,NA,0,0,0,1,2,2,1,2,2,0,2,1,2,0
ENSG00000106701,FSD1L,Uncertain,NA,NA,NA,2,NA,3,1,1,0,1,1,3,2,2,0,1,2,2,2,2,2,NA,1,0,2,3,2,3,0,2,0,2,2,2,NA,3,3,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,1,3,NA,NA,2,0,2,0,1,0,3,2,2,0,3,2,1,NA,NA,2,2,2,3,NA,NA,NA,NA,NA,NA,2,2,0,3,1,1,1,0,NA,NA,NA,2,1,0,NA,3,NA,0,0,2,3,0,0,2,2,3,2,2,1,1,2,2,1
ENSG00000106714,CNTNAP3,Uncertain,NA,NA,NA,1,NA,1,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,NA,0,0,0,2,0,1,0,0,0,0,0,0,NA,0,1,NA,NA,NA,NA,2,0,1,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,2,NA,0,1,0,0,NA,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,0,0,NA,NA,NA,2,2,0,NA,0,0,0,NA,0,0,0,0,1,0,0,2,0,0,0,0,0,0
ENSG00000106723,SPIN1,Uncertain,NA,NA,NA,0,NA,1,1,2,0,2,1,1,2,0,1,0,0,1,2,0,1,NA,0,1,2,2,2,2,1,0,1,0,3,1,NA,0,2,NA,NA,NA,NA,1,2,0,NA,NA,NA,NA,0,2,NA,NA,2,0,1,2,0,0,1,2,NA,3,0,2,2,NA,NA,2,1,1,2,NA,NA,NA,NA,NA,NA,1,3,2,2,2,1,2,2,NA,NA,NA,2,2,2,NA,2,NA,2,NA,2,NA,2,2,2,2,2,0,2,0,0,NA,2,1
ENSG00000106733,NMRK1,Uncertain,NA,NA,NA,2,NA,1,0,0,0,2,0,3,0,0,1,0,0,0,0,0,1,NA,3,2,1,2,NA,2,0,2,0,1,1,2,NA,2,2,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,0,2,NA,NA,1,1,1,0,0,1,3,2,NA,0,2,1,1,NA,NA,2,2,1,2,NA,NA,NA,NA,NA,NA,2,2,1,0,3,2,2,3,NA,NA,NA,2,0,0,NA,0,NA,0,NA,0,0,0,0,2,2,0,1,2,0,0,1,2,2
ENSG00000106771,TMEM245,Uncertain,NA,NA,NA,3,NA,1,0,0,0,1,1,NA,1,1,0,0,1,1,1,2,1,NA,NA,1,1,2,3,2,0,2,0,2,3,1,NA,2,3,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,3,2,NA,NA,2,2,2,2,0,1,2,0,2,2,2,1,3,NA,NA,2,1,1,1,NA,NA,NA,NA,NA,NA,2,3,0,2,1,0,1,1,NA,NA,NA,1,2,0,NA,2,2,0,NA,2,1,0,0,2,2,2,3,3,0,1,0,3,1
ENSG00000106772,PRUNE2,Uncertain,NA,NA,NA,2,NA,2,2,2,2,2,2,3,1,3,2,2,3,2,0,3,0,NA,3,3,3,3,2,3,2,3,1,3,3,3,NA,3,3,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,2,3,NA,NA,0,3,1,1,2,2,3,3,NA,2,3,2,1,NA,NA,3,3,2,3,NA,NA,NA,NA,NA,NA,2,2,2,2,3,3,3,3,NA,NA,NA,2,2,2,3,2,3,2,NA,2,2,2,2,3,2,3,3,3,2,2,3,3,3
ENSG00000106780,MEGF9,Uncertain,NA,NA,NA,2,NA,2,1,2,2,2,2,3,2,1,2,1,3,1,2,1,2,NA,2,2,2,2,2,2,1,1,1,2,2,1,NA,2,2,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,2,2,NA,NA,1,1,3,2,2,2,2,2,NA,1,2,2,2,NA,NA,2,2,2,3,NA,NA,NA,NA,NA,NA,2,2,2,2,1,3,2,2,NA,NA,NA,2,1,3,3,2,NA,2,NA,2,NA,1,0,2,3,2,3,3,2,2,2,2,2
ENSG00000106785,TRIM14,Uncertain,NA,NA,NA,2,NA,2,NA,2,0,1,1,2,0,1,2,1,2,1,0,2,2,NA,2,2,1,2,2,2,1,2,0,2,2,2,NA,2,2,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,0,2,NA,NA,0,2,2,1,1,0,2,2,2,0,2,2,2,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1,1,2,NA,NA,NA,2,1,0,NA,0,0,0,NA,0,1,1,0,2,2,2,2,2,2,0,2,2,2
ENSG00000106789,CORO2A,Supportive,NA,NA,NA,1,NA,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,NA,2,0,1,2,1,3,0,2,0,0,1,1,NA,0,3,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,1,2,NA,NA,0,1,2,0,0,1,2,0,1,0,1,0,2,NA,NA,NA,0,2,2,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,1,1,NA,NA,NA,3,1,0,NA,1,2,0,3,0,NA,0,0,3,3,2,1,1,0,0,1,2,1
ENSG00000106799,TGFBR1,Uncertain,NA,NA,NA,0,NA,2,2,1,0,0,0,2,0,0,2,0,0,0,0,0,2,NA,2,0,1,2,1,2,0,0,0,0,0,0,NA,2,2,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,0,2,NA,NA,0,1,1,0,0,0,2,0,0,0,0,0,0,NA,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,0,2,0,0,0,0,0,0,NA,NA,NA,2,0,0,2,0,NA,0,2,0,0,0,0,2,2,0,0,0,0,0,0,1,0
ENSG00000106803,SEC61B,Uncertain,NA,NA,NA,1,NA,1,0,2,0,2,2,2,0,2,0,1,3,0,1,2,0,NA,NA,1,0,2,0,2,0,2,0,2,2,2,NA,1,2,NA,NA,NA,NA,0,0,3,NA,NA,NA,NA,0,2,NA,NA,0,2,0,1,1,1,2,2,0,0,3,1,NA,NA,NA,2,3,1,2,NA,NA,NA,NA,NA,NA,3,3,0,1,2,2,1,2,NA,NA,NA,2,0,0,2,0,0,0,NA,0,0,1,0,3,3,1,1,1,2,0,2,3,1
ENSG00000106804,C5,Uncertain,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000106809,OGN,Uncertain,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000106819,ASPN,Uncertain,NA,NA,NA,0,NA,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,1,NA,2,0,1,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000106823,ECM2,Uncertain,NA,NA,NA,2,NA,2,0,1,3,2,2,3,2,2,2,0,3,2,3,2,0,NA,2,2,2,2,1,2,1,2,0,2,2,3,NA,2,2,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,1,2,NA,NA,0,2,3,2,0,0,2,2,2,1,2,2,2,NA,NA,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,1,0,2,NA,NA,NA,2,2,3,NA,2,NA,3,NA,3,1,0,0,2,2,2,2,2,1,1,3,2,2
ENSG00000106852,LHX6,Uncertain,NA,NA,NA,3,NA,2,0,0,0,2,2,2,0,2,2,0,2,1,0,2,2,NA,1,NA,2,3,2,3,0,2,0,3,1,3,NA,3,3,NA,NA,NA,NA,3,1,2,NA,NA,NA,NA,0,3,NA,NA,0,3,2,1,1,3,2,2,NA,0,2,2,3,NA,NA,NA,2,3,3,NA,NA,NA,NA,NA,NA,2,2,1,0,1,1,1,3,NA,NA,NA,3,1,1,NA,1,NA,0,NA,1,0,1,3,3,3,2,3,2,3,3,3,2,2
ENSG00000106853,PTGR1,Supportive,NA,NA,NA,1,NA,2,0,0,0,0,0,1,1,2,2,0,0,0,0,2,0,NA,0,0,0,2,0,3,0,1,0,1,1,0,NA,2,3,NA,NA,NA,NA,3,0,1,NA,NA,NA,NA,0,3,NA,NA,0,3,0,0,1,1,2,0,NA,0,2,0,3,NA,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,2,1,1,0,1,0,2,1,NA,NA,NA,3,0,0,0,0,0,0,0,0,1,1,1,2,2,1,1,2,0,0,0,2,0
ENSG00000106868,SUSD1,Uncertain,NA,NA,NA,0,NA,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,NA,2,NA,1,2,1,1,0,0,0,0,1,0,NA,2,1,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,2,2,0,NA,0,2,0,0,NA,NA,NA,1,0,2,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,NA,NA,NA,2,1,0,0,0,0,0,NA,0,NA,0,0,1,1,1,0,2,2,2,1,0,0
ENSG00000106927,AMBP,Uncertain,NA,NA,NA,0,NA,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,NA,1,0,0,0,0,0,0,1,0,1,1,0,NA,1,1,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,0,1,NA,NA,1,0,1,1,NA,0,NA,0,0,0,1,1,1,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,1,NA,NA,NA,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,1,1,0,NA,0,1,1,0
ENSG00000106976,DNM1,Supportive,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,3,NA,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000106991,ENG,Supportive,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,3,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,2,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
