int_id,breast_cancer,carcinoid,cervical_cancer,colorectal_cancer,endometrial_cancer,glioma,head_and_neck_cancer,liver_cancer,lung_cancer,lymphoma,melanoma,ovarian_cancer,pancreatic_cancer,prostate_cancer,renal_cancer,skin_cancer,stomach_cancer,testis_cancer,thyroid_cancer,urothelial_cancer
16,2.333333333333333,2.25,2,2.5454545454545454,2.5,1.3636363636363638,2.75,0.9166666666666667,1.5,0.9090909090909092,2.333333333333333,1.5833333333333333,1.2222222222222223,1.5,0.7272727272727273,2,1,1.1,2.5,2.090909090909091
17,2.5833333333333335,2.25,1.8333333333333333,3,2.25,1.5555555555555556,2.6666666666666665,2.8333333333333335,2,2.25,2.6363636363636367,2.1818181818181817,2.727272727272727,2.272727272727273,2.090909090909091,1.4545454545454546,2.2727272727272725,1.5833333333333333,3,2.727272727272727
18,0.7272727272727273,1.75,1.6363636363636365,1.5,1.75,1.6666666666666667,2.5,1.25,1.6363636363636362,0.6666666666666666,2.2,1.7000000000000002,1.5,1.3333333333333333,1.5454545454545454,1.5555555555555556,1.2,2.3,1.6666666666666665,2.125
19,2.4,2.25,1.25,1.9166666666666665,2,0.8,1.6666666666666665,2,2.3,1.1666666666666667,1.3333333333333333,1.6666666666666667,1.8,1.9090909090909092,1.5,0.2,1.8181818181818181,1.6363636363636365,2,1.3
20,0.08333333333333333,0,0,0,0.18181818181818182,0.6000000000000001,0,1.4166666666666667,0.18181818181818182,0,0.09090909090909091,0.18181818181818182,0.625,0,0,0,0.2727272727272727,0,1.5,0.2
21,0,0,0,0,0,0,0,0.5454545454545454,0,0,0,0,0,0,0,0,0,0.25,0,0
22,1.909090909090909,0.75,0.8333333333333333,2,2.4545454545454546,0.7272727272727273,0,2.083333333333333,0.36363636363636365,0.16666666666666666,1,1.6,2.1818181818181817,2.818181818181818,1.25,0.45454545454545453,1.1666666666666665,0.36363636363636365,1.3333333333333333,0.75
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0,0,0,0,0
24,0.8333333333333333,0,1.4166666666666665,0.5,0.6666666666666666,0.1,1.5,0.41666666666666663,0.8888888888888888,0,0.5454545454545454,0.8181818181818181,1,0.2727272727272727,0.7272727272727273,1.5454545454545454,0.5,0,1,1.2727272727272727
25,2.416666666666667,1.25,2.0833333333333335,2.727272727272727,2,0.6666666666666666,1.75,1.7272727272727275,1.75,0.3,1.75,2.2727272727272725,2.6666666666666665,1.4,1.2727272727272727,1,2.5454545454545454,1.2727272727272727,2.25,2.090909090909091
26,1.3636363636363635,0.5,0.8333333333333333,2,0.7272727272727273,0,0.6666666666666666,0.6,0.3333333333333333,0.5,0.4166666666666667,1.2999999999999998,0.9000000000000001,1.1666666666666665,0.08333333333333333,0.08333333333333333,1.7000000000000002,0.1,1.5,0.7777777777777777
27,1.8333333333333335,1.75,1.5,2,1.5833333333333333,0.4,1.25,1.6666666666666667,1.5555555555555554,0.5,1.3,1.6666666666666667,1.6363636363636365,1.0909090909090908,1,0.4444444444444444,1.25,2,2.25,1.4
28,0.2,0,0,0,0,0,0,0,0.2222222222222222,0,0,0.4,0.6666666666666666,0,0,0,0.18181818181818182,0,0,0
29,1.1818181818181817,1.75,0.4,1.0833333333333333,0.9166666666666667,0.5,0.5,1.75,0.4545454545454546,0.5454545454545454,0.3333333333333333,0.41666666666666663,1.25,1.4545454545454546,1.9166666666666667,0.25,0.5,0.09090909090909091,1.25,0.6363636363636364
30,2.333333333333333,1.5,2.272727272727273,2.75,2.416666666666667,1.909090909090909,2,2.416666666666667,2.5,2.75,2.6666666666666665,2.090909090909091,2.454545454545454,1.9166666666666665,2.166666666666667,1.9166666666666665,2.416666666666667,2.9166666666666665,2.5,2.5454545454545454
31,0.75,0.25,1.3636363636363635,0.6363636363636364,1.0833333333333333,1,0.6666666666666666,0.75,0.5454545454545454,1.25,0.6000000000000001,1.25,0.8999999999999999,0.3,0.5454545454545454,2.272727272727273,0.7272727272727273,0.36363636363636365,0.25,1
32,0.6666666666666666,1,0.41666666666666663,0.9166666666666666,0.25,0.5,0,1.6,0.1,0.08333333333333333,1.0909090909090908,0.8333333333333333,0.4444444444444444,0.25,0,0.08333333333333333,0.8888888888888888,1,1.25,0.16666666666666666
33,2,2.25,0.9166666666666667,2.3636363636363633,1.75,1.5833333333333333,1.5,1.75,1.2727272727272727,1.6363636363636365,1.6666666666666667,2.166666666666667,1.5454545454545454,1.909090909090909,0.3,1.1666666666666665,0.8181818181818181,1.7272727272727273,2,1.2727272727272727
34,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0,0,0,0,0,0,0
35,0.6666666666666666,0.25,0.5833333333333334,0.5833333333333333,0.09090909090909091,0.75,0,0.41666666666666663,0.18181818181818182,0,0.16666666666666666,0.36363636363636365,0.9090909090909091,0,0.2,0.5833333333333333,0.08333333333333333,0.1,0.75,0.18181818181818182
36,1,1.25,0.6666666666666666,1.4545454545454546,0.41666666666666663,1,1.25,0.8333333333333334,0.4444444444444444,0.6666666666666666,0.9,0.75,1.25,0.45454545454545453,0.2727272727272727,0.4,0.8888888888888888,1,0.6666666666666666,0.8181818181818181
37,0.8181818181818181,0,0.08333333333333333,0,0,0.09090909090909091,0.5,0.18181818181818182,0.1,0,0,0.9090909090909092,0.30000000000000004,0.1111111111111111,0,0.08333333333333333,0.2727272727272727,0,0.25,0
38,0.7,0.3333333333333333,0.18181818181818182,1.1666666666666667,0.08333333333333333,0.41666666666666663,0.25,0.75,0.41666666666666663,0.75,0.9166666666666666,0.25,0.8,1.4,0.8333333333333333,0.18181818181818182,1.4166666666666667,0.5833333333333334,1.25,0.75
39,2.5,2.25,2.083333333333333,1.9166666666666665,2.090909090909091,1.3,1.3333333333333333,2.2,1.3,0.25,1,2.25,1.8888888888888888,2.5833333333333335,1.2727272727272727,1.1666666666666667,1.7,1.7,2,1.8
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0.09090909090909091,0,0.25,0.2727272727272727,0,0,1.5,0,0,0,0,0,0,0.5833333333333333,0.09090909090909091,0.5454545454545454,0,0,0,0
42,1.0909090909090908,1,0.08333333333333333,1.8,0.5454545454545454,2.416666666666667,1.6666666666666665,2.083333333333333,0.8,0.5454545454545454,1.5,0.75,1.6363636363636362,0.6363636363636364,0.9166666666666667,0.08333333333333333,1.4166666666666667,1.3636363636363635,1.5,0.5
43,0.18181818181818182,0,0.4,0.6666666666666666,0.4,0.16666666666666666,0,0,0.41666666666666663,0.2727272727272727,0.25,0.16666666666666666,0.1,0,0,0,0.08333333333333333,0.7,0.25,0.41666666666666663
44,1.2727272727272727,0.75,0.5454545454545454,1.6666666666666667,1,1.1,1,1.9,1.1,1,1.4166666666666667,1.6363636363636362,2,1.5,0.6,0.9166666666666667,2.111111111111111,1.5,1.3333333333333333,1.1818181818181817
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.09090909090909091
46,0.8181818181818181,1,0.6666666666666666,0.6363636363636364,1.2727272727272727,1.1666666666666667,0.5,1.8181818181818181,0.75,1.0833333333333333,0.36363636363636365,0.8181818181818181,0.75,1.6666666666666665,0.3333333333333333,0.09090909090909091,0.5,0.2,2.75,0.9090909090909092
47,0.1,1,0.5454545454545454,0.5,1.0833333333333335,0,0.5,0.41666666666666663,0.7272727272727273,1.9166666666666665,2.3,0.5454545454545454,1.1111111111111112,2.416666666666667,1.4545454545454546,0.2727272727272727,0.6666666666666666,0.2727272727272727,1.25,0.18181818181818182
48,1.4166666666666665,0,0.4444444444444444,0.8999999999999999,0.25,0.18181818181818182,0,0.5,0.4545454545454546,0.08333333333333333,0.4545454545454546,0.2222222222222222,1.1428571428571428,0.09090909090909091,0,0.09090909090909091,0.8,0,1,0.5
49,0.2222222222222222,0.25,1,0.2727272727272727,0.45454545454545453,0.2727272727272727,0,0.5,0.2727272727272727,0,0.3333333333333333,0.41666666666666663,0.6363636363636364,0.08333333333333333,0,0.3333333333333333,0,0.2727272727272727,0,0.6363636363636364
50,0,0.5,0.25,0,0,0,0,0.3333333333333333,0.09090909090909091,0,0.5454545454545454,0.3333333333333333,0,0,0,0.2727272727272727,0,0.45454545454545453,0,0.16666666666666666
51,1.1818181818181819,2.333333333333333,1.4444444444444444,2.5833333333333335,1.1666666666666667,2,1.3333333333333333,2,1.5,1.25,1.0833333333333333,1.5454545454545454,2.25,1.3,1.0909090909090908,1.1818181818181819,2.4,2.3636363636363633,0.75,1.3333333333333335
52,0.08333333333333333,0,0,0.08333333333333333,0,0.18181818181818182,0,0,0.09090909090909091,0,0,0,0,0.09090909090909091,0,0,0,0,0,0
53,0.8181818181818181,2.25,0,0.9090909090909091,0.09090909090909091,0.8999999999999999,1.25,2.454545454545454,0.75,0.75,1.3333333333333335,0,1,1.4545454545454546,1.0909090909090908,1.1818181818181817,1.1,1.9166666666666665,1.5,1.0909090909090908
54,1.2999999999999998,0.25,0.5,1.3636363636363635,0.5,0.16666666666666666,0,0.36363636363636365,0.36363636363636365,0.1,0.5833333333333333,1.1,1.2727272727272727,0.75,0.3333333333333333,0.08333333333333333,0.6,0,1,0.5
55,1.25,1.75,0.75,2.5454545454545454,0.9166666666666666,0.30000000000000004,2.333333333333333,0.8333333333333334,1.4545454545454546,0.8333333333333333,2.25,2.1818181818181817,1.3,1.0909090909090908,0.16666666666666666,0.9166666666666667,1.8181818181818181,2.5833333333333335,2,1.0909090909090908
56,2.6666666666666665,2.5,2.3636363636363633,2.5833333333333335,2.75,2.8181818181818183,2.75,2.272727272727273,2.5454545454545454,2.333333333333333,2.8,2.5833333333333335,2.25,2.5,0.75,2.5833333333333335,1.8181818181818183,2.2,2.6666666666666665,2.5454545454545454
57,0.3333333333333333,0.25,0.75,0.3333333333333333,0.36363636363636365,0.09090909090909091,0.25,0.09090909090909091,0.16666666666666666,0.45454545454545453,0.5,0.25,0.6363636363636364,1,0.6666666666666666,0.18181818181818182,0.18181818181818182,0.16666666666666666,0.75,0.8181818181818182
58,2.416666666666667,1.75,1.75,3,2.3,1.75,2.25,2.4545454545454546,1.8333333333333335,2,2.1666666666666665,2,2.5833333333333335,2,1.8333333333333335,1.5,2.8,2.3636363636363633,2.5,2
59,1.3333333333333335,1,1.4545454545454546,1.5454545454545454,0.5833333333333334,1,1.6666666666666665,0.5,0,2.083333333333333,1.0909090909090908,1.5,1.4545454545454546,0.4,0.8181818181818181,0.6363636363636364,1.3636363636363635,2.4,1,2
60,0.25,0,0.16666666666666666,0.08333333333333333,0,0.1111111111111111,0,0,0,0.16666666666666666,0,0,0.1,0.2,0.36363636363636365,0.09090909090909091,0,0,0.3333333333333333,0.18181818181818182
61,2.5,2.333333333333333,2.272727272727273,2.333333333333333,2.5833333333333335,1.1818181818181817,2,2.333333333333333,2,0.75,1.5454545454545454,2.1666666666666665,2,2.6666666666666665,2.166666666666667,1.6363636363636362,2.2,1.6363636363636362,2,2
62,0,0,0,0,0,0,0.25,0,0,0,0,0,0.09090909090909091,0,0.16666666666666666,0,0.08333333333333333,0,0,0
63,1.5,1.75,0.5833333333333334,1.7272727272727273,1.8333333333333335,0,0.5,1.6666666666666667,1,0.08333333333333333,0.4545454545454546,0.6363636363636364,1.9090909090909092,0.5,0.75,0.36363636363636365,0.9166666666666667,1.8333333333333333,1,0.5454545454545454
64,0.4,0.5,0.2727272727272727,0.7272727272727273,0.1,0.2727272727272727,1.5,1,0.42857142857142855,0.16666666666666666,0.6000000000000001,0.2727272727272727,1.2727272727272727,0.4,2.333333333333333,0.6000000000000001,0.8,0.5454545454545454,0.75,0.5
65,0,0,0,0,0.7272727272727273,0.3333333333333333,0,0.18181818181818182,0,0.08333333333333333,1.4166666666666665,0.08333333333333333,0,0,0.2727272727272727,0.08333333333333333,0,0.1,1.3333333333333333,0.6363636363636364
66,0.9090909090909091,1.3333333333333333,0.25,0.6666666666666666,0.9166666666666666,0.1111111111111111,0.5,0.8181818181818181,0.5555555555555556,0.5833333333333333,1.8181818181818183,1.2727272727272727,0.9090909090909091,0.6666666666666666,0.18181818181818182,0.1111111111111111,0.45454545454545453,0.5,2.25,0.36363636363636365
67,1.1818181818181817,1.75,0.75,1.9166666666666667,1.2727272727272727,1,1,2.25,1.125,0.5,1.3636363636363635,1.9166666666666667,1.7999999999999998,1.3636363636363638,1.3636363636363638,0.30000000000000004,1.75,1.3333333333333333,1.6666666666666665,1.3
68,1.25,1.25,1,1.4545454545454546,1.2000000000000002,0.09090909090909091,1.25,1.3333333333333335,1.6363636363636362,0.3333333333333333,0.5833333333333333,1,1.9166666666666667,0.7272727272727273,0.5833333333333333,2.4,1.4166666666666667,0.16666666666666666,2.6666666666666665,1.2727272727272727
69,2.8333333333333335,2.25,2.5,2.8181818181818183,2.6,2.454545454545454,2,1.9090909090909092,2.25,2.083333333333333,2.3636363636363633,2.416666666666667,2.1,2.8333333333333335,1.9000000000000001,2.25,2,2.333333333333333,2,2.3636363636363633
70,1.6,1,1.4,1,1,1.7,1.25,1.3333333333333333,0.9166666666666667,0.8181818181818182,1.5454545454545454,0.9,1.1111111111111112,1.7777777777777777,1.7272727272727273,1,1.0833333333333333,1.1818181818181817,1.5,1.1666666666666665
71,0.9090909090909091,1,0.5833333333333333,0.16666666666666666,0.16666666666666666,0.6666666666666667,1.5,0.36363636363636365,0.08333333333333333,0.08333333333333333,0.2,0.08333333333333333,0.2222222222222222,0,0,1,0.2727272727272727,0.36363636363636365,1.75,1.2727272727272727
72,0.36363636363636365,0,0,0,0,0,0,0,0.18181818181818182,0.09090909090909091,0.2,0.09090909090909091,0,0,0,0.1,0,0,0,0.18181818181818182
73,0.5833333333333334,0.75,0.2727272727272727,0.3333333333333333,0.4166666666666667,0,0.25,1.3333333333333335,0.30000000000000004,0.16666666666666666,0.4166666666666667,0.3333333333333333,0.41666666666666663,0.9166666666666666,0.8,0,0.16666666666666666,1.1666666666666665,1.5,0.5
74,0.3333333333333333,0.5,1.0909090909090908,0.5833333333333334,0.6666666666666666,0.18181818181818182,1.25,0.8181818181818182,0.7777777777777777,0.25,1,1.8333333333333333,1.0909090909090908,0.5833333333333333,0.25,0.7142857142857142,0.8571428571428571,0.45454545454545453,2.5,1.0909090909090908
75,2,1.75,0.9166666666666666,1.9166666666666665,1.75,2.1,2.333333333333333,2,1.7272727272727273,1.5,1.75,2,2.1818181818181817,1.9166666666666665,2,1,2,1.8333333333333335,3,2.1818181818181817
76,3,2.25,2.1818181818181817,2.8,2.272727272727273,1.9166666666666665,3,1.8181818181818183,2.5,1.0909090909090908,1.3333333333333333,2.4545454545454546,2.9090909090909087,2.75,0.7272727272727273,2.8333333333333335,2.75,2.166666666666667,2.75,2.9090909090909087
77,0.36363636363636365,0.6666666666666666,1.4166666666666667,1.0909090909090908,1.25,0,1,1.3333333333333333,1.4166666666666665,0,1.1111111111111112,1.0833333333333333,1.4000000000000001,1.8181818181818181,1.5,0.9090909090909092,1,0.09090909090909091,1.75,1.5
78,1,0.25,0.5,1.4166666666666667,1,1.0909090909090908,1.25,1.5833333333333333,0.3,0.3333333333333333,0.41666666666666663,0.8181818181818182,1.4545454545454546,0.5,1.1666666666666667,0.18181818181818182,0.9090909090909092,0.9,1,1.4545454545454546
79,0.08333333333333333,0,0,0,0.18181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
80,1.5999999999999999,1,2.1,2.166666666666667,2.75,1.75,2.25,1.8181818181818181,1.5,1.8333333333333333,1.9166666666666667,2.9000000000000004,1.6666666666666665,1.9090909090909092,1.6363636363636365,2.166666666666667,2.1,2.1,2,2.111111111111111
81,2.25,2,2.1818181818181817,2.5833333333333335,2.9090909090909087,1.8888888888888886,3,2.2727272727272725,2.3636363636363638,2,2.6666666666666665,2,2.7777777777777777,2.2,1.1666666666666667,2.888888888888889,2.5833333333333335,2.6,2.75,2.7777777777777777
82,0,0.25,0,0.16666666666666666,0.3333333333333333,0,0,0,0,0.09090909090909091,0,0.08333333333333333,0,0,0,0,0.09090909090909091,0,0,0.25
83,2.6,1.75,1.3,2.416666666666667,2.333333333333333,0.9090909090909091,2.25,2.090909090909091,1.8181818181818181,1.5833333333333335,1.9166666666666667,2,2.333333333333333,2.4545454545454546,1.6666666666666667,1.909090909090909,2.333333333333333,1.8181818181818181,2.25,2.333333333333333
84,0.5454545454545454,1,0.4444444444444444,0.7272727272727273,0.18181818181818182,0.41666666666666663,1,0.9166666666666666,0.36363636363636365,0,0.5,0.5454545454545454,0.41666666666666663,0.5454545454545454,0.1,0.8,0.75,0.36363636363636365,1.25,1.0909090909090908
85,2.3636363636363633,1.75,2,2.3636363636363633,1.4545454545454546,2.166666666666667,2,1.6666666666666667,2,0.9166666666666667,2.0833333333333335,1.9,2.166666666666667,1.7272727272727273,1,2.083333333333333,1.9090909090909092,2.333333333333333,1.75,2.416666666666667
86,2.6666666666666665,2.25,0.8181818181818181,2.75,1.8181818181818181,0.16666666666666666,1,1.3333333333333333,1.0833333333333333,0,0.5833333333333334,2.166666666666667,3,2.5454545454545454,0.7272727272727273,0.25,2.6666666666666665,1.7000000000000002,1.25,1.75
87,1.5,0,0.36363636363636365,0.2727272727272727,0.9166666666666667,0.5833333333333334,0.75,0.8181818181818181,0.7272727272727273,0,1.2727272727272727,0.3333333333333333,1,1.9166666666666665,0.5833333333333334,0.18181818181818182,1.2727272727272727,0.25,1.25,0.9090909090909092
88,0.6666666666666666,0,0.25,1.7,1,0.08333333333333333,0,2,0.9,0.41666666666666663,0.2222222222222222,0.8333333333333333,0.8888888888888888,0.09090909090909091,0.08333333333333333,0,0.8333333333333334,0.18181818181818182,0,0.4545454545454546
89,2.75,2.25,2.5833333333333335,3,2.6666666666666665,2.25,2.25,2.5,2.5454545454545454,2.9166666666666665,2.4545454545454546,2.8333333333333335,2.75,2.8,2,1.4166666666666665,2.8333333333333335,2.7,3,2.2727272727272725
90,0.5,1.25,0.7272727272727273,1.4166666666666665,0.6666666666666666,2,1,0.8181818181818181,0.5,2.5,0.9090909090909091,1.4545454545454544,0.5833333333333334,0.3333333333333333,0.5,0.9166666666666667,1.0833333333333333,1,1,0.9166666666666666
91,1.1666666666666667,1.25,1,1.6666666666666665,1.2727272727272727,1.5,2,1.8181818181818181,1.0909090909090908,0.6666666666666667,1.3636363636363635,0.8,1.9090909090909092,2,0.5833333333333333,0.9090909090909092,1.8181818181818181,1.3333333333333335,1.5,1.4166666666666667
92,0.8181818181818182,0,0.41666666666666663,0.16666666666666666,0.8333333333333333,0.8,1,0.7,0.2,0.36363636363636365,0.7272727272727273,0.2,0.3333333333333333,0.25,0.18181818181818182,1,0.08333333333333333,1.2,0.75,1.1
93,0.9090909090909091,2.5,1.25,1.3636363636363635,0.8333333333333333,0.7272727272727273,1.25,0.5454545454545454,0.25,1.8181818181818181,0.2727272727272727,1.2727272727272727,0.36363636363636365,0,0.3333333333333333,0.45454545454545453,0.7272727272727273,0.7,0.75,0.8181818181818181
94,0.45454545454545453,0.5,1,1.2727272727272727,0.25,0.9,1.25,0.16666666666666666,0.09090909090909091,0.5833333333333333,2.8181818181818183,0.36363636363636365,0.18181818181818182,0,0.16666666666666666,0.9166666666666666,0.3,1.8,0.6666666666666666,0.41666666666666663
95,2,1.25,1.8333333333333333,2.25,1.6666666666666665,1.3636363636363635,2,0.9090909090909092,1.5999999999999999,1.8181818181818183,2.1818181818181817,2,1.9166666666666665,1.75,2,1.2000000000000002,1.8333333333333333,0.5,2.333333333333333,1.8181818181818181
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,1,0.25,0.2727272727272727,2.3636363636363638,1.4000000000000001,0,0.6666666666666666,0.5,0.8,1,0.5833333333333333,1.4,1,2,0.16666666666666666,0.25,1.4166666666666665,2.5833333333333335,1,1.2727272727272727
98,1.4166666666666665,0.75,0.09090909090909091,1.1666666666666667,0.16666666666666666,0.18181818181818182,0.3333333333333333,0.36363636363636365,0.6363636363636364,0.25,0.1,0.5,0.25,1.6363636363636362,0.25,0.08333333333333333,1.2000000000000002,0.75,1.5,0.25
99,2.6666666666666665,2.75,2.5833333333333335,2.6666666666666665,2.416666666666667,2.8181818181818183,3,2.166666666666667,2.8333333333333335,3,2.75,3,2.5555555555555554,2.75,2.5,2.6666666666666665,2.5,2.8333333333333335,3,2.8181818181818183
100,1.9166666666666665,2.25,2,2,1.2727272727272727,1.9,1.5,1.5833333333333333,1.6363636363636362,2.5,1.9090909090909092,2.3636363636363633,1.6666666666666667,1.6666666666666667,1.5,1.6363636363636362,2.083333333333333,1.5833333333333333,2.5,1.6666666666666665
101,0.8333333333333333,1,1.0909090909090908,0.7272727272727273,2.4545454545454546,1.1,0.5,1.0909090909090908,0.5555555555555556,0.41666666666666663,1.1,1.1666666666666665,1,0.4166666666666667,0.75,0,1,0.5,1.25,0.9166666666666667
102,0.6000000000000001,0.5,1,1.909090909090909,1.3,0.8,1,1.5555555555555556,1,1.1666666666666665,0.5454545454545454,0.9166666666666667,1.3,0.2857142857142857,1.4166666666666665,1.2727272727272727,1.5999999999999999,0.36363636363636365,1.25,1.1
103,0.8333333333333333,1,0.2727272727272727,1,0.75,1,1.25,0.2727272727272727,0.36363636363636365,0.25,1.0833333333333335,1.6363636363636365,0,0.16666666666666666,0,1,0.08333333333333333,0.08333333333333333,1,0
104,1.1666666666666665,0.75,0.25,0.9090909090909092,0.5833333333333334,1,1.6666666666666665,2.1666666666666665,0,0.7272727272727273,1.0909090909090908,1.4166666666666665,1.5,1.909090909090909,0.9166666666666666,0.5454545454545454,0.6,1.5833333333333335,1.75,0.36363636363636365
105,0.7,0.25,0.2,0.6,0.5454545454545454,0.18181818181818182,1,0.18181818181818182,0.3333333333333333,0.25,1,0.36363636363636365,0.6666666666666666,0.5555555555555556,0.6,0.25,0.16666666666666666,0.5833333333333334,1,0
106,0.09090909090909091,0.25,0.16666666666666666,0.09090909090909091,0.45454545454545453,0,0,0,0.08333333333333333,0,0.09090909090909091,0.3333333333333333,0,0.2,0,0,0,0.2,0.75,0.08333333333333333
107,0.09090909090909091,0,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08333333333333333,0,0
108,1.9166666666666665,0,0.16666666666666666,0,0.25,0,0.5,0.5,0.5833333333333333,0,0,0.5833333333333333,0.9166666666666666,2.6666666666666665,0.5833333333333333,0,0.4166666666666667,0,0.3333333333333333,1
109,0.6666666666666666,0,0.5,0,0.75,1,0.5,0.75,0.6000000000000001,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.7272727272727273,0.5,2,1,0.2,1.3333333333333335,1,1.3333333333333335
110,1.0909090909090908,0.5,0.7272727272727273,0.9166666666666666,1.2727272727272727,0.9090909090909091,0.6666666666666666,1.0833333333333335,0.6000000000000001,0.16666666666666666,1,0.9166666666666667,0.9090909090909091,2,1.0833333333333335,0.5,0.6363636363636364,0.2727272727272727,1.75,0.2727272727272727
111,2.25,2.5,2.5,2.416666666666667,2.416666666666667,1.3636363636363635,2.5,2.1818181818181817,2.090909090909091,0.75,1.9166666666666665,2.5,2.454545454545454,2.454545454545454,1.9166666666666665,2.1666666666666665,2,1.8333333333333335,3,2.166666666666667
112,0.1,0,0,0.09090909090909091,0,0,0.25,0,0.09090909090909091,0,0,0,0,0,0,0.75,0,0,0,0.1
113,1.7,1.75,1.5454545454545454,2.333333333333333,1.8181818181818183,1.4166666666666667,1.5,1.4166666666666667,0.45454545454545453,0.5,1.5454545454545454,2,1.7272727272727273,2.75,0.6363636363636364,1.2727272727272727,1.8,1.2727272727272727,1.75,1.2727272727272727
