int_id,breast,glia,cervix,colorectal,endometrium,testes,thyroid,kidney,liver,lung,lymph,pancreas,prostate,skin,melanocyte,stomach,urinary,head.and.neck,ovary,norm.carcinoid
1883,0,0,1,2,1,2,1,1.5,1,0,2,2,0,1,1,3,1,1.3333333333333333,0,1.5714285714285714
1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1885,0,0,0,1.3333333333333333,0,0.75,0,1.5,0.5,1,0,0.5,0,0,0,0.5,1,0,0,1.1666666666666667
1886,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1887,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1888,1.5,0.6666666666666666,2,2.3333333333333335,1.25,2.25,2,2,2.5,2,3,2.5,3,1.3333333333333333,0,3,3,3,0,2.2857142857142856
1889,1.5,0,1.5,2,0.5,1.75,0,1,0.5,0,1.5,2,2,1.3333333333333333,2,2,2,2,0,1.5714285714285714
1890,3,3,3,3,3,3,3,3,3,3,3,3,3,2.6666666666666665,3,3,3,3,3,3
1891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1892,2,1.3333333333333333,2.5,2,2,2,2,2,1.5,2,2,2.5,2,1.6666666666666667,2,3,3,2,1,2.2857142857142856
1893,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0
1894,0,0,0,0,0,0,0,1.5,2,0,0,0,0,0,0,0,0,0,0,0
1895,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1896,1.5,0,2.5,2.6666666666666665,1.5,2.5,3,2.5,2.5,1,0,2.5,3,2,2,3,3,3,2,2.6666666666666665
1897,1.5,2.6666666666666665,3,2.6666666666666665,2.75,3,3,2.5,2.5,3,3,2.5,3,2.3333333333333335,3,3,3,3,2,2.7142857142857144
1898,1.5,0.3333333333333333,0.5,1.6666666666666667,0.75,2,2,1,1.5,0,1,1.5,2,2,2,2,2,1.6666666666666667,1,1.5714285714285714
1899,1.5,0.6666666666666666,2,2,2.25,2.25,3,2.5,1.5,3,3,3,3,1.3333333333333333,2,2.5,3,2.3333333333333335,2,2.5714285714285716
1900,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0.42857142857142855
1901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1902,0.5,3,0.5,1.6666666666666667,0,2.5,2,0,1,0,0,0.5,0,0,0,2,3,1.3333333333333333,1,0.7142857142857143
1903,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,1,0,1,1,0,0.25,0,1.5,3,0,0,1.5,2,0,0,0,0,0,0,1.4285714285714286
1905,0.5,0.6666666666666666,0.5,1.6666666666666667,0.25,1.75,2,1.5,0.5,0,0.5,1.5,2,0,0,2,0,0.3333333333333333,1,1.2857142857142858
1906,0.5,0.3333333333333333,0,0,0,0.25,1,0.5,0,0,1.5,0.5,1,1,1,0,1,0.3333333333333333,0,0.2857142857142857
1907,2,0,2,2.6666666666666665,2.5,3,2,2.5,2,2,2.5,2.5,2,2,2,3,3,2.6666666666666665,2,2.4285714285714284
1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1910,2,1.6666666666666667,1.5,2,1.5,2.25,3,1.5,2,2,2,2.5,3,0.6666666666666666,2,2,2,1.6666666666666667,0,2.4285714285714284
1911,1,0,2,2,1.75,2.25,2,2.5,2.5,2,3,1.5,3,0.6666666666666666,2,3,2,2.3333333333333335,0,1.7142857142857142
1912,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.42857142857142855
1913,1,2.6666666666666665,2.5,2,1.5,2.5,2,2.5,1,2,3,2,2,1.3333333333333333,2,3,3,2.3333333333333335,1,1.7142857142857142
1914,1,0,1,0,0,1.25,0,1.5,0,0,0,1,1,0,0,0,0,0.6666666666666666,0,0.42857142857142855
1915,1.5,1.6666666666666667,1.5,2,2.25,2,3,1.5,2,2,2,3,3,1.6666666666666667,2,1,2,2,2,2.5
1916,2,0.6666666666666666,2,2,1,2.75,3,1,1,0,0.5,1.5,2,2.3333333333333335,2,2,3,2.3333333333333335,0,1.7142857142857142
1917,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1918,0,0,0.5,0.6666666666666666,0.25,0.25,0,0.5,0,1,0,0,0,0,0,2,1,0.6666666666666666,1,0
1919,0.5,0.6666666666666666,3,2,1.5,0.25,1,1.5,0,0,1,0,1,2.3333333333333335,1,2.5,3,2.3333333333333335,0,1
1920,0,0,0,0,0,0.25,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0,0,0,0,0,0
1922,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1924,1.5,0,1,2.6666666666666665,1.5,2,2,2,1.5,2,1.5,1.5,2,0.6666666666666666,0,3,3,2,1,1.8571428571428572
1925,2,1.3333333333333333,2,1.6666666666666667,1.75,2,2,1,1,1,2.5,1.5,2,2,2,2,2,2,1,1.7142857142857142
1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1927,1.5,1.6666666666666667,0.5,3,0.75,1.5,2,3,0,1,0,0,1,0,0,3,3,2,0,1.4285714285714286
1928,1,1,1,1.6666666666666667,2,2.25,2,2.5,1.5,1,1.5,2,2,1.3333333333333333,3,1.5,2,1,1,2
1929,3,2.6666666666666665,3,2.3333333333333335,2.75,2.5,3,3,2,3,3,2.5,2,2.6666666666666665,2,3,3,2.6666666666666665,2,2.2857142857142856
1930,2,1.3333333333333333,3,2.3333333333333335,1,2,3,2.5,2.5,3,1.5,2,1,2.3333333333333335,2,3,3,3,1,2
1931,1,0,2,2.3333333333333335,2.25,2.5,3,2,2.5,2,1,2.5,3,2,2,3,3,2.3333333333333335,0,2.142857142857143
1932,0,0,0,0,0,0.75,0,0,0,0,1,0.5,0,0.3333333333333333,1,1,0,0,0,0.2857142857142857
1933,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934,1,1,1,2,1.25,2.25,3,2,1.5,1,1,2,3,2,2,3,2,1.6666666666666667,0,2.142857142857143
1935,0,0,0,1.6666666666666667,0.25,0.75,0,1,0,0,0,1,1,0,0,3,2,0.6666666666666666,0,1.4285714285714286
1936,2,1.3333333333333333,1.5,1.6666666666666667,2,1.5,2,2,1.5,2,1,1,1,2,2,2,1,0.3333333333333333,0,1.2857142857142858
1937,0.5,0,0,1,1.75,1.25,1,0.5,1,0,2.5,1,0,0.6666666666666666,0,0,1,0.3333333333333333,0,0.3333333333333333
1938,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0.5,0,1.3333333333333333,1,0.5,1,0.6666666666666666,0,0.2857142857142857
1939,2.5,2.6666666666666665,2.5,3,3,3,3,3,2,3,3,3,3,2.3333333333333335,2,3,3,3,3,3
1940,1,0,2,2,1.5,1.5,0,1,0,2,1.5,1,1,1,1,3,2,1.6666666666666667,0,1.1428571428571428
1941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,2,0.3333333333333333,2,1.3333333333333333,1.75,2,2,2,0.5,1,1,0.5,2,2,1,1.5,2,1.6666666666666667,2,1.2857142857142858
1943,1.5,0,3,1.3333333333333333,0,1,2,1,0,1,2,1,3,2.6666666666666665,3,0,3,3,0,1.4285714285714286
1944,1.5,0,0,0.6666666666666666,0,1,2,1.5,2,0,0,0,1,0,0,1,1,0.3333333333333333,0,0.8571428571428571
1945,2,3,2,2,2,2.25,3,2,2,3,2,2.5,2,2,2,3,2,2,2,2.2857142857142856
1946,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2857142857142857
1947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,0.5,0.3333333333333333,1.5,2,0.5,1.25,1,0,1,0,0.5,0,1,1.3333333333333333,2,1.5,2,0.6666666666666666,0,1.1428571428571428
1949,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1950,1,3,2,2,1,2.25,3,1.5,2,1,0.5,1,3,2,3,3,2,2.3333333333333335,2,1.8571428571428572
1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,2,1.6666666666666667,2,2.6666666666666665,1.5,2,2,2.5,2,2,1.5,2,2,2,2,2,2,2,1,2.3333333333333335
1953,2.5,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3
1954,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0.5
1955,0,0,0,0.3333333333333333,0.25,0,0,0.5,0,0,0,0,0,0.6666666666666666,0,1,0,0,2,0
1956,2,0.6666666666666666,1,1.3333333333333333,1,2.5,2,1.5,2.5,1,0.5,1,2,0.6666666666666666,2,2,2,1.6666666666666667,0,1.4285714285714286
1957,0,0,0,1,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0.42857142857142855
1958,2,1.3333333333333333,2,2,0.75,1.75,1,1.5,0.5,1,1,1,1,1.3333333333333333,2,2,2,1.6666666666666667,0,1.6666666666666667
1959,1,0,1,1.6666666666666667,2.25,2.75,3,1.5,1,0,2.5,2,3,0.6666666666666666,0,2,3,2.3333333333333335,2,1.8571428571428572
1960,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,1,1,1.5,2,2,0.75,1,1,0.5,1,2,0.5,0,1.6666666666666667,0,2.5,2,1.6666666666666667,1,1
1962,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1963,0.5,0,0.5,2,1,1.5,2,1,0,0,0,1,0,0,0,0,0,0.3333333333333333,0,1.1428571428571428
1964,2,1.6666666666666667,3,2.6666666666666665,2,3,3,1.5,2,3,1,2,2,2.3333333333333335,2,3,3,2.3333333333333335,2,2.4285714285714284
1965,0,0,0,1,0,0.5,0,1.5,0,0,0,1.5,0,0,0,0,0,0,0,1.1666666666666667
1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,2.5,0,1.5,2.3333333333333335,1.25,2,3,3,2,0,2,2.5,2,1.6666666666666667,0,3,3,1.5,3,2.2857142857142856
1968,0.5,0,0,1.6666666666666667,0.25,1.25,1,2.5,1,1,0,1,0,0.3333333333333333,0,2,2,1.6666666666666667,1,1.4285714285714286
1969,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0.2857142857142857
1970,2,1.6666666666666667,2,1,1.75,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1.2857142857142858
1971,0,0,0,0.6666666666666666,0.25,0.6666666666666666,1,0.5,0,0,0,0.5,0,0.3333333333333333,0,0.5,1,1,0,0.42857142857142855
1972,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1973,1,0,0,1,0,0.25,0,0,0,0,0,0,0,0,2,0,0,0,0,0.5714285714285714
1974,0,0,0,2,0.25,0.25,0,0,0,0,0,1.5,2,0,0,2,0,0.3333333333333333,0,2
1975,1,0,0.5,1.3333333333333333,0.25,0.75,1,1,0,0,2,0.5,1,1.3333333333333333,0,1.5,2,1.3333333333333333,0,0.8571428571428571
1976,0.5,0.3333333333333333,0,1.6666666666666667,1,1,1,1,0,1,3,0,0,0.6666666666666666,0,1,1,0.3333333333333333,0,0.8571428571428571
1977,0.5,0,0,0.6666666666666666,0.25,1,1,1.5,1.5,0,0,0,0,0,0,1,0,0,0,0.2857142857142857
1978,1,2.3333333333333335,1,2.3333333333333335,1.75,1,0,1,0,0,3,1,2,1.3333333333333333,0,2,0,1.3333333333333333,2,2
1979,0.5,0,1,1.3333333333333333,0.75,0.75,0,1.5,1,0,0.5,0.5,1,1.6666666666666667,1,1.5,0,1.3333333333333333,0,0.8571428571428571
1980,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1981,2.5,3,3,2.6666666666666665,2.75,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2.857142857142857
1982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1984,2,2,2,2.3333333333333335,1.5,2.25,3,2.5,1,3,2,3,3,1.6666666666666667,2,3,3,3,1,2.4285714285714284
1985,2.5,0,2,1.6666666666666667,2,1.5,1,0,0.5,0,0.5,2.5,3,2,2,2.5,3,2.3333333333333335,1,2
1986,2,1,1.5,1.6666666666666667,1.5,2,2,1.5,1.5,1,1.5,2,2,1.6666666666666667,2,2,2,1.6666666666666667,2,1.8571428571428572
1987,2.5,3,2.5,3,2,2.6666666666666665,3,3,1.5,3,2.5,2.5,3,3,3,2.5,3,3,3,2.8333333333333335
1988,3,2.3333333333333335,3,3,2.5,3,3,3,1.5,2,3,1.5,3,3,3,3,3,3,3,2.5714285714285716
1989,0.5,0,0.5,1.3333333333333333,1,2.5,2,1,1.5,2,1,2.5,2,2,2,1.5,1,1.3333333333333333,2,1.8333333333333333
1990,0.5,2.6666666666666665,1.5,1.3333333333333333,0.75,1.25,2,1.5,0.5,1,0.5,0.5,2,1.6666666666666667,2,1,2,2,1,1.2857142857142858
1991,0.5,0.6666666666666666,0.5,1,0.25,0.75,2,0.5,0,0,0,1,1,1,1,2,1,0.6666666666666666,0,0.8333333333333334
1992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,1,2,0,1.3333333333333333,1.25,1,1,1,0,0,0,0,0,0.3333333333333333,0,1,2,0.3333333333333333,0,0.8571428571428571
1994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1995,0,1,1,1.3333333333333333,0,1.75,2,1,2.5,0,0.5,2,0,0,0,2,2,1,0,1.3333333333333333
1996,0.5,0,1,1,1,2,1,0.5,1,0,1,1.5,2,0.6666666666666666,0,2,2,2,0,1.4285714285714286
1997,0,2,0.5,0.6666666666666666,0.75,1.25,1,0.5,0.5,0,1.5,1,1,0,0,1.5,2,0.6666666666666666,0,1
1998,0,0,2,1,0.25,0,2,1,0,0,0,0,0,2,2,1,3,1,2,0.2
1999,1.5,0,2,2,1.25,2.5,1,2.5,1.5,2,0,1,1,1.3333333333333333,3,2.5,3,2.3333333333333335,0,1.4285714285714286
2000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2001,3,3,2.5,3,1.5,2.5,3,2.5,2,3,3,3,2,3,3,2.5,3,3,3,2.4285714285714284
2002,0,0,0,0.6666666666666666,0,0.5,0,1.5,1,0,0,1,0,0,0,2.5,0,0.6666666666666666,0,0.7142857142857143
2003,2,1.3333333333333333,3,2,2.25,2,2,1.5,0.5,2,2,2,2,2.3333333333333335,2,1,3,2,2,2.142857142857143
2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,1,0,1.5,0,0.25,0.75,0,0.5,0,0,0.5,0,1,1.3333333333333333,0,0.5,0,0.3333333333333333,1,0.2
2007,1,0,2,1.3333333333333333,0.75,1.5,2,1,1,0,0.5,2,1,1.3333333333333333,0,2,2,1.3333333333333333,1,1.5
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2857142857142857
2009,1,0,1.5,1.3333333333333333,1.75,2.25,2,2,1,1,2,2,2,2,1,1.5,2,2,2,1.8571428571428572
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2011,0,0,0.5,0.6666666666666666,0,1.25,1,2,0.5,1,0,0.5,1,0.6666666666666666,0,1.5,2,0.6666666666666666,0,0.2857142857142857
2012,2,2,2,2.3333333333333335,1.25,2,2,1.5,2,2,1.5,2,2,2,1,2,1,2,2,2.142857142857143
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,2.5,1.6666666666666667,3,2.3333333333333335,2,1.5,2,1,1,1,2,1,2,3,1,2,3,2.6666666666666665,2,1.5714285714285714
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,1,0.3333333333333333,0,1.3333333333333333,0.25,1,2,1,1,0,0.5,0.5,1,0.3333333333333333,0,0.5,0,1,0,0.8571428571428571
2017,1,0,2,2.3333333333333335,0.5,1.75,2,1.5,1,1,2,1.5,2,0.6666666666666666,2,2.5,2,2,0,2
2018,2.5,2,3,3,2.5,2.75,3,2,2,3,2,1.5,2,2.3333333333333335,2,2.5,2,2.6666666666666665,2,2.4285714285714284
2019,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0
2020,2.5,1.6666666666666667,3,3,2.5,2.75,3,3,0.5,2,3,2.5,3,3,3,3,3,2.6666666666666665,2,2.857142857142857
2021,0.5,0.3333333333333333,0.5,1,0.5,1.25,1,1,1.5,0,0,0,0,0,0,1.5,2,0.3333333333333333,0,0.5714285714285714
2022,0.5,2.6666666666666665,1,0.3333333333333333,0.5,2.75,2,1.5,2,0,3,2,3,2.5,3,1,3,1.6666666666666667,0,1.6666666666666667
2023,2,0,2,2.3333333333333335,1.25,2,2,1,0.5,0,0,1,2,2.3333333333333335,2,2.5,3,1,1,2
2024,0,0.6666666666666666,0,0,0,0.25,0,0,0,0,2.5,0.5,0,0,0,1,0,0,0,0.14285714285714285
2025,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2857142857142857
2026,2,2.3333333333333335,3,2.6666666666666665,1.5,2.5,3,2.5,1.5,3,2,1.5,3,2.6666666666666665,3,3,3,2.3333333333333335,2,2.3333333333333335
2027,1,0.6666666666666666,1.5,1.6666666666666667,1.5,2,1,1,1.5,2,1.5,1.5,1,1,1,2,2,2,1,1.5714285714285714
2028,1,1.6666666666666667,0.5,2.6666666666666665,0,1.5,1,2.5,0,2,2.5,0.5,0,0.6666666666666666,1,2,2,1.3333333333333333,0,1.4285714285714286
2029,1,0,1.5,2,1.75,2,2,2,1.5,2,1,2,2,2,3,2,2,2,1,2
2030,1.5,0,2,1.3333333333333333,0.5,2.25,2,1.5,0,0,1.5,0,1,2.3333333333333335,2,2,2,2,0,0.7142857142857143
2031,1,1,0.5,1.3333333333333333,1,1.75,1,2,2,1,1,1.5,1,1.3333333333333333,1,1.5,1,0.6666666666666666,0,1.1428571428571428
2032,1,0,2,2.3333333333333335,1.5,1.75,2,1.5,1,1,1,1.5,0,1.3333333333333333,1,2,2,2,1,1.2857142857142858
2033,1.5,0.6666666666666666,0.5,2,0.5,1.75,3,2,0.5,1,2,2,1,1.6666666666666667,2,1,3,1.6666666666666667,3,1.8
2034,1,0,1.5,2,1.75,2,2,1.5,1,1,1.5,1.5,1,2,2,2,3,2,1,1.5714285714285714
2035,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0,0,1.5,3,0,0,0.3333333333333333
2036,0,0,0,1.3333333333333333,0,0,0,0,1,0,0,0.5,0,0,0,1,0,0,0,0.7142857142857143
2037,1,0.3333333333333333,2,2.3333333333333335,1,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2.142857142857143
2038,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2039,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0.6666666666666666,0,0
2040,0,0,0,1.3333333333333333,0.5,0.25,0,0.5,0,2,0,1,0,0,0,1,3,0.3333333333333333,0,1
2041,1.5,2,3,2.3333333333333335,1.5,2,2,2,1,2,2,2.5,2,2.6666666666666665,3,2.5,3,2.6666666666666665,1,2.1666666666666665
2042,2,0.6666666666666666,3,2,2,2.5,3,2.5,1.5,3,1,2,1,2.6666666666666665,2,3,3,2.6666666666666665,2,1.7142857142857142
2043,1,1,2,2.3333333333333335,2.25,2,2,1.5,1,0,0.5,3,2,2,2,3,2,2.6666666666666665,1,2.6
2044,0,0,1.5,1.3333333333333333,0.25,2,2,1.5,0.5,0,0.5,1.5,1,1,0,2,2,1,0,1
2045,2.5,1.3333333333333333,2.5,2.3333333333333335,1.75,1.75,2,1.5,2,2,2,2,2,2,2,2,3,2.6666666666666665,2,1.8571428571428572
2046,0,0,2,2,0,0.25,0,1.5,0,0,0.5,0.5,0,0.6666666666666666,0,2,3,2,0,1
2047,1.5,2,1.5,2.6666666666666665,1.5,2.5,3,3,1,2,2,3,2,1.6666666666666667,0,1.5,3,1.3333333333333333,2,2.7142857142857144
2048,0.5,0,1,1.3333333333333333,0.75,1.6666666666666667,2,1,1.5,1,0,1.5,2,1.6666666666666667,0,2,2,1.5,0,1.2857142857142858
2049,0.5,2,1,1.3333333333333333,0.5,2,2,1,1,1,0,2,2,2,2,2,2,2,1,1.5
2050,2,2,1,0,0.5,1.5,2,1,1.5,0,1,1,2,1.3333333333333333,0,2,2,1.3333333333333333,0,0.8333333333333334
2051,1,1,2.5,2.6666666666666665,2.5,2.25,3,2,2,2,3,2.5,3,2,3,2.5,3,2.6666666666666665,2,2.5714285714285716
2052,2,3,3,2.6666666666666665,2.75,3,3,3,3,3,3,3,3,2.3333333333333335,2,3,3,2.6666666666666665,3,2.7142857142857144
2053,1.5,2.3333333333333335,2.5,2.6666666666666665,2.75,2.5,3,2.5,0,3,2,3,2,3,3,3,3,3,3,2.4285714285714284
2054,1.5,0,0,0,0,0,0,0,0,0,0,0,1,1.3333333333333333,0,0,0,0.6666666666666666,0,0.14285714285714285
2055,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2056,0,0,0,0,0.5,1.25,1,1.5,3,0,0,0.5,0,0,0,1,0,0,0,0.42857142857142855
2057,0,0.3333333333333333,0,0,0,0.75,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0.42857142857142855
2058,0.5,0,0,0.3333333333333333,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
2059,1,1,1.5,1.3333333333333333,0.75,1,1,1,0,0,0.5,1,1,2,2,2,2,1.3333333333333333,1,1.1666666666666667
2060,1.5,1,2,2.6666666666666665,2,2.25,2,2.5,1,1,2.5,2,2,2.3333333333333335,2,3,3,2.3333333333333335,2,2.2857142857142856
2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
2063,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2064,1,1,2,1.6666666666666667,1.5,2,3,1.5,1,1,1.5,1,2,1.3333333333333333,2,3,3,2.6666666666666665,1,1.4285714285714286
2065,2,0,2.5,3,2,2.25,1,1.5,1.5,2,2,3,1,2.3333333333333335,2,3,2,2.3333333333333335,2,2.3333333333333335
2066,2,2,2,2,2,2.5,2,2.5,1,2,3,2,2,2,2,3,3,2.6666666666666665,2,2
2067,0.5,0.6666666666666666,1,2,1.25,1.75,1,2,2,0,1.5,3,2,0.6666666666666666,1,2.5,1,2,0,2.2
2068,0.5,0,1,1.6666666666666667,0.5,2.25,1,0.5,0,1,0,0,1,1,0,2,2,2,3,0.5714285714285714
2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,1,1.3333333333333333,2,2,0.75,2,1,1.5,0.5,0,1.5,1.5,0,1.3333333333333333,2,1.5,2,2,0,1.5
2071,0,0,0,0.5,0.25,0.5,0,1.5,0.5,0,0,0.5,0,0,0,3,2,0.3333333333333333,0,0.4
2072,1.5,1,2,3,1.25,2.75,2,3,2.5,2,2.5,2.5,2,3,3,3,3,2.5,2,2.7142857142857144
2073,1.5,0,1,2.3333333333333335,1.25,2.25,1,1.5,2,3,1.5,1,2,1.3333333333333333,0,3,3,1.6666666666666667,1,1.8571428571428572
2074,0.5,0,1,1,0.75,0.75,1,0.5,0,1,2,1,1,0.3333333333333333,1,2,3,1.3333333333333333,0,0.8571428571428571
2075,0.5,0,0,0,1.5,1.25,0,2,0,0,0,0,1,0,0,0,0,0,2,0.16666666666666666
2076,1.5,1,2,2.3333333333333335,1.75,2.25,2,1.5,1.5,2,2,2,2,0.6666666666666666,0,3,2,2,0,2.142857142857143
2077,1.5,0,0.5,2.3333333333333335,0.5,2,2,1.5,0,0,0,1,3,1.3333333333333333,1,3,3,2,0,1.8571428571428572
2078,0,0,0.5,0.6666666666666666,0,0.5,0,1,1.5,2,0.5,0,0,0.6666666666666666,0,0,0,0.6666666666666666,0,0.42857142857142855
2079,2.5,2.3333333333333335,2.5,2.6666666666666665,3,2,3,2,2,3,3,3,3,3,3,3,3,2.6666666666666665,3,2.2857142857142856
2080,0.5,1,0.5,2,0,0.75,1,1.5,0,0,1,0.5,3,1,1,1,0,0.6666666666666666,0,1.4285714285714286
2081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082,1,0,0.5,1.3333333333333333,0.75,0.25,0,1,0.5,1,0,0,1,0,0,0,1,0.6666666666666666,0,0.7142857142857143
2083,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,1,0,0,0,0.42857142857142855
2084,1,0,0.5,1.6666666666666667,1,1.75,1,1,0,1,3,0.5,1,1.3333333333333333,1,1.5,3,1.3333333333333333,1,0.8571428571428571
2085,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2086,1,1,0.5,1.6666666666666667,1.5,1.75,1,1.5,1.5,1,1,1.5,2,0.6666666666666666,0,2,2,1.3333333333333333,1,1.7142857142857142
2087,0,0.3333333333333333,0,0,0.5,0.25,0,0.5,0,0,2,0,1,1,1,0,1,0,0,0.16666666666666666
2088,2,1.6666666666666667,2,2,1.5,2,2,2,2,2,2,2,2,1.6666666666666667,2,2,2,1.6666666666666667,2,2
2089,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0
2090,0,0,0,0,0.25,0.25,0,0,0,0,2,0,0,0.3333333333333333,0,0,0,0,0,0
2091,2.5,1.3333333333333333,2,2.3333333333333335,2.25,2.25,2,2,1.5,2,2.5,2.5,2,2.3333333333333335,2,3,3,2.6666666666666665,2,2.5714285714285716
2092,1,1,1.5,1.3333333333333333,1.5,1.25,2,1.5,0.5,0,2,1,2,1.3333333333333333,2,1,2,2,2,1.1428571428571428
2093,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2095,0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2097,1.5,2,1,1,1,1,1,1,0.5,2,0,0.5,1,1,1,1,2,1.6666666666666667,0,0.8333333333333334
